gene_id	dmso	treat	logfc	p.value	fdr	significant	gene_symbol
ENSG00000116273	1.0044969002817974	0.9664069518051861	-0.11495438842841275	0.8501067391385257	0.9517602508916139	non-significant	PHF13
ENSG00000116478	0.789660015817151	0.9146056265665377	0.2043035818525653	0.0436441521671881	0.2657539958695117	non-significant	HDAC1
ENSG00000116539	0.933478506482121	0.9159910499797059	-0.03722984788904187	0.9060729474856279	0.9674216366383006	non-significant	ASH1L
ENSG00000116580	0.7072351901131392	0.8443849775131673	0.14918919999239574	0.39914917196016053	0.7921658163756031	non-significant	GON4L
ENSG00000116670	0.6187952210264377	0.6647662221023165	-0.1416051320539789	0.8907510530348375	0.9610883662105918	non-significant	MAD2L2
ENSG00000116731	0.9424074433309724	1.034959091882563	0.1903405598218524	0.03829778715801979	0.2428158670328059	non-significant	PRDM2
ENSG00000116750	0.8481011831929154	0.742008375300491	-0.13022583450396252	0.6438649716168264	0.895875469557349	non-significant	UCHL5
ENSG00000116830	0.8085138486113055	0.7808055250663279	-0.04460669690800228	0.8042191666065784	0.9451687122265736	non-significant	TTF2
ENSG00000117115	1.1362871790059628	1.269484707660312	0.14785025756104264	0.18008884351746346	0.5694337729973455	non-significant	PADI2
ENSG00000117139	1.0862049651417458	1.0149664897110369	-0.16526785745290407	0.8907648272195728	0.9610883662105918	non-significant	KDM5B
ENSG00000117222	0.6673942874739358	0.5874536094166707	-0.09256136532279695	0.609966219812255	0.8856083229968457	non-significant	RBBP5
ENSG00000117505	0.5994399706653344	0.5759575135664066	0.03477204974894341	0.5374635549260343	0.8652881839777777	non-significant	DR1
ENSG00000117625	1.000242475829984	1.0231074682424433	0.03652488019994121	0.28651019468206823	0.6882959755057498	non-significant	RCOR3
ENSG00000117713	1.1423853461465476	0.9664843556878738	-0.27168059161132607	0.052836953935113624	0.2927417339356712	non-significant	ARID1A
ENSG00000117724	0.7357988271453266	0.6545841463673745	-0.34384443674837817	0.014522328771981566	0.15137681686048582	non-significant	CENPF
ENSG00000118058	1.2375061866076598	1.117901361336751	-0.08241820812354221	0.43339325431605913	0.8126928913588226	non-significant	KMT2A
ENSG00000118156	1.0060146946061832	1.1603908201523565	0.1591761916196565	0.20794357468206426	0.6004004621101856	non-significant	ZNF541
ENSG00000118418	0.7233148181836245	0.8630740286513582	0.2750195016644277	0.01582161263158018	0.15951297981019363	non-significant	HMGN3
ENSG00000118513	0.7017819775780569	0.7766289737918521	0.07045175396907118	0.37047248723220466	0.7688387610142884	non-significant	MYB
ENSG00000118900	0.8737204154689868	0.907032271782534	0.06248670155960169	0.6163795341827987	0.8875279236612578	non-significant	UBN1
ENSG00000119042	1.0788791697692077	1.335597320908907	0.3449657915214947	0.001715453349677656	0.04647841269561569	significant	SATB2
ENSG00000119048	0.9918346481293636	1.095133673998486	0.25642803103593387	0.0436441521671881	0.2657539958695117	non-significant	UBE2B
ENSG00000119403	1.106640643696554	1.0855870629372177	-0.13078852109838973	0.5953220798542671	0.8822242870129501	non-significant	PHF19
ENSG00000119684	0.9752328677849487	1.0068174718300178	0.04466846610137323	0.3684091263876344	0.7688387610142884	non-significant	MLH3
ENSG00000119760	1.0360821985669375	0.9365083876503025	-0.26240971425794485	0.020592298343593184	0.18623916884279132	non-significant	SUPT7L
ENSG00000119772	0.8096405806480232	0.8603153154417481	0.13446436740920237	0.08692056227575354	0.3959714503673217	non-significant	DNMT3A
ENSG00000119778	1.1056948136369582	1.111353062403193	-0.1110992659209226	0.6163795341827987	0.8875279236612578	non-significant	ATAD2B
ENSG00000119953	0.600346875624916	0.6718336808535533	0.17750021074676883	0.1514935988821776	0.5147434437156863	non-significant	SMNDC1
ENSG00000119969	0.9863153322689864	0.9874078548268824	-0.04588151669968263	0.44483438882875687	0.8126928913588226	non-significant	HELLS
ENSG00000120071	0.7015257102548241	0.636541463227748	-0.10593455352828338	0.4570753202524054	0.8178402612764688	non-significant	KANSL1
ENSG00000120616	0.8108528196826185	1.000594287945347	0.19965368712610135	0.014254729612581365	0.15114928813340586	non-significant	EPC1
ENSG00000120656	0.8715647068963007	0.7932854179885592	-0.23805174281014352	0.19258063765354816	0.583433951511981	non-significant	TAF12
ENSG00000120733	0.7039264363521578	0.9676640803705323	0.44674177125072073	1.7980057419876076e-4	0.027644338283059466	significant	KDM3B
ENSG00000121057	0.9304715896779441	0.9997270390135575	0.0669944442244501	0.20258484224912165	0.5961228611636834	non-significant	AKAP1
ENSG00000121152	0.8527546633803919	0.733972053076128	-0.32800948619906584	0.11144802960296664	0.42308974201126226	non-significant	NCAPH
ENSG00000121297	0.9255830106378966	0.9251737788947113	-0.04057978730397682	0.8999451856515785	0.9674216366383006	non-significant	TSHZ3
ENSG00000121481	0.7781616837164116	0.7975591398324988	0.05277312371257209	0.4484999344682979	0.8126928913588226	non-significant	RNF2
ENSG00000121903	1.1261656462736995	1.1596859075926014	0.0033682809651347824	0.717563342849523	0.9244818892986422	non-significant	ZSCAN20
ENSG00000121988	0.7970019077318559	0.8753081006220355	0.06915153892991999	0.435667769197102	0.8126928913588226	non-significant	ZRANB3
ENSG00000122180	1.132411787902517	1.372011199257406	0.22026632735652416	0.006199131393440592	0.08536817571351565	significant	MYOG
ENSG00000122257	0.44031373128522094	0.3972965032865483	-0.06239115260228295	0.718648638614186	0.9244818892986422	non-significant	RBBP6
ENSG00000122304	1.0577679315504898	1.0064407914175502	-0.10932504404440636	0.5626685065180952	0.8766017055852813	non-significant	PRM2
ENSG00000122877	0.957226646358892	1.0712081576160513	0.22824087872767346	0.01782466052036283	0.16788871200262445	non-significant	EGR2
ENSG00000123219	0.5958914825053345	0.5692349620365301	-0.028068751711905666	0.8553216791343392	0.9533476200226347	non-significant	CENPK
ENSG00000123364	1.0964010583587926	0.9929060590383907	-0.07929123744892604	0.8190492624812569	0.9451687122265736	non-significant	HOXC13
ENSG00000123485	0.4398478149559811	0.4846838986250618	0.1221154273942555	0.40231736377348365	0.7921658163756031	non-significant	HJURP
ENSG00000123562	1.045891724984158	1.2689316044496994	0.24960528787988687	0.014019277113959942	0.15114928813340586	non-significant	MORF4L2
ENSG00000123569	0.9478200092198306	1.0276982124245306	0.14535557439424807	0.42436415248473464	0.8105091732239498	non-significant	H2BFWT
ENSG00000123600	0.8098202564886496	0.8758817941014322	0.051942340407919216	0.277854464020028	0.6882959755057498	non-significant	METTL8
ENSG00000123636	0.5480935406683884	0.6787447643555166	0.26137049009186986	0.011721279834497724	0.13106521996756546	non-significant	BAZ2B
ENSG00000124092	0.9368592432084825	1.0217858926783685	0.12059108319617831	0.0958236578965843	0.4117326049622817	non-significant	CTCFL
ENSG00000124151	0.8878058741927047	0.8733192456858887	-0.07183057793590882	0.5372036885938594	0.8652881839777777	non-significant	NCOA3
ENSG00000124177	0.902793113710268	0.8963643805857507	0.01188697003862217	0.4044553924259177	0.7921658163756031	non-significant	CHD6
ENSG00000124422	1.1688558499860535	1.1112545081891378	-0.04524257055422926	0.9521844498963138	0.9942163610971697	non-significant	USP22
ENSG00000124496	1.0811550809881143	1.0787401005952264	0.018992540715168746	0.5119956800876182	0.8464444711125947	non-significant	TRERF1
ENSG00000124523	0.9669027497530337	0.995144498836495	0.09732247067153763	0.5947695489086929	0.8822242870129501	non-significant	SIRT5
ENSG00000124702	1.2777005893343862	1.3325624520354171	0.0767739476795804	0.2372582562286204	0.6520809974452336	non-significant	KLHDC3
ENSG00000124733	0.8703477081316955	0.8625459549273004	-0.1144474668392198	0.45644586504009155	0.8178402612764688	non-significant	MEA1
ENSG00000124795	0.7982164471548179	0.8187757940287923	0.03514426026255923	0.4587884392526532	0.8178402612764688	non-significant	DEK
ENSG00000124813	1.2018158144539695	1.2520253755334347	0.08223532956648796	0.5604122039311503	0.8766017055852813	non-significant	RUNX2
ENSG00000125398	0.9785620599977751	0.874931935651756	-0.22459353651849948	0.3324989338971371	0.7329277575151946	non-significant	SOX9
ENSG00000125482	0.6881548071856313	0.8773144397214075	0.36656807038367273	5.238986816126925e-4	0.029715234785368996	significant	TTF1
ENSG00000125484	0.8337441722514112	0.5707469653006471	-0.5159215484584442	4.6669303758007237e-4	0.029715234785368996	significant	GTF3C4
ENSG00000125686	0.9476117932573644	1.1173038768767256	0.12765129678025394	0.049136590638939916	0.2850849362542269	non-significant	MED1
ENSG00000125798	0.9204342281188015	0.9605214543789903	0.09939245536930376	0.24502252322658974	0.659205357834724	non-significant	FOXA2
ENSG00000125817	1.113302954556864	1.1051664958929024	0.01086782858935658	0.5423191200495905	0.8707048549912616	non-significant	CENPB
ENSG00000125820	0.9857958866592048	1.0681121644204659	0.11164366410273377	0.10711742568124402	0.4117326049622817	non-significant	NKX2-2
ENSG00000125931	1.140177629937393	1.214469329093401	0.056479261515017	0.3043629192357664	0.701060656666653	non-significant	CITED1
ENSG00000126012	1.2067968090103347	1.0511555856661154	-0.22243908020498948	0.16547069092461236	0.5471208328958957	non-significant	KDM5C
ENSG00000126351	1.159729631812566	1.1899887399403788	0.0037714630452454477	0.5682549171911084	0.8780823469159088	non-significant	THRA
ENSG00000126457	0.8592848817587537	0.8053382773715064	-0.11869019619988948	0.9571656251543574	0.9943528031586653	non-significant	PRMT1
ENSG00000126756	0.859032615519896	0.5812869625218335	-0.46312997115192306	7.796921152774614e-4	0.031967376726375916	significant	UXT
ENSG00000126778	1.0899403885832042	1.138304707960297	0.03946232127748046	0.18516882936380374	0.5751456063572692	non-significant	SIX1
ENSG00000126856	1.109127669270488	1.0623631036188121	-0.1609197578153661	0.3061879647571568	0.7026328295733263	non-significant	PRDM7
ENSG00000127337	0.572094909551628	0.5604161934901697	0.09994168506245872	0.20226225055185046	0.5961228611636834	non-significant	YEATS4
ENSG00000127445	0.9514724971486594	1.0023664642167651	0.10963375189068243	0.14206444838758506	0.49275968056190134	non-significant	PIN1
ENSG00000127511	0.8577777041707466	0.9747334881333766	0.2615649432916234	0.06756015312037338	0.32975789023039387	non-significant	SIN3B
ENSG00000127616	1.0653252607588435	1.0706610233638358	-0.010154485913037555	0.7408196047006403	0.9260245058758004	non-significant	SMARCA4
ENSG00000127663	0.8984108510543168	0.9774418758515168	0.06645708632968984	0.6082353866826191	0.8856083229968457	non-significant	KDM4B
ENSG00000128510	1.234350359280699	1.4063409846938495	0.1434976150740106	0.06470765155610844	0.3235145812478985	non-significant	CPA4
ENSG00000128573	1.1676085899271114	0.9902801632413886	-0.27476221053362077	0.034168556847040406	0.23091936770252583	non-significant	FOXP2
ENSG00000128708	0.7780099127016589	0.8609263004744032	0.17905681124446957	0.08457946509535649	0.39110053408755074	non-significant	HAT1
ENSG00000128710	0.7821253105934243	0.7814735050482221	-0.13481768224095955	0.8330117109608761	0.9452070152046842	non-significant	HOXD10
ENSG00000128714	1.058746972930754	0.9522895809109166	-0.21982934129162626	0.34420933132248094	0.7480167447467342	non-significant	HOXD13
ENSG00000128908	0.8515760229875501	0.8648926063931741	-0.0411413973353678	0.9034165993878887	0.9674216366383006	non-significant	INO80
ENSG00000129071	1.000389312875191	1.0471227370080984	0.056308074782251576	0.413686226993168	0.7950532175024947	non-significant	MBD4
ENSG00000129152	1.2628012248582654	1.1932346946469101	-0.05509096377896565	0.7291603230304322	0.9244818892986422	non-significant	MYOD1
ENSG00000129194	1.1446823264898762	1.2522999659461684	0.16242513439539066	0.2372582562286204	0.6520809974452336	non-significant	SOX15
ENSG00000129245	0.968669694117297	1.0786590004961263	0.10540739537658579	0.19698494082379409	0.5909548224713823	non-significant	FXR2
ENSG00000129315	0.8715049911718171	0.9900675033165245	0.20214449142062937	0.028690566357680063	0.20758468599968516	non-significant	CCNT1
ENSG00000129474	1.1623108269771032	1.202072980232992	0.02408025763898148	0.47776970912991495	0.8216889231409471	non-significant	AJUBA
ENSG00000129484	0.7296811428172602	0.772948756984111	0.25509761457649816	0.025748080821108063	0.200443920316221	non-significant	PARP2
ENSG00000129514	1.1056001514433065	1.0001279952323459	-0.1686795334860789	0.24976577036910447	0.659205357834724	non-significant	FOXA1
ENSG00000129534	0.49929848989478676	0.6388282661011179	0.11648348980957388	0.05317210374647138	0.2927417339356712	non-significant	MIS18BP1
ENSG00000129673	1.0878194124950458	1.101694465502234	0.043312565607032616	0.290022945069166	0.6913337644090584	non-significant	AANAT
ENSG00000129691	0.548107258670145	0.8200796649236367	0.4647007387457987	0.021810750884693735	0.18702919567062914	non-significant	ASH2L
ENSG00000129744	0.95652230832690055	0.9349084662026276	-0.04256795675917886	0.9635066465880037	0.9958934246245753	non-significant	ART1
ENSG00000129810	0.5411997868140482	0.5987651246998242	0.09991980385781675	0.2659515852185761	0.6758686979728277	non-significant	SGO1
ENSG00000129993	1.0902077431446984	1.2236059473341365	0.0956538322845847	0.09353218551205164	0.41087352921365544	non-significant	CBFA2T3
ENSG00000130066	0.9839542456081168	0.9101843702196931	-0.12741394808607168	0.7337299956962473	0.9246802199860494	non-significant	SAT1
ENSG00000130177	0.5339872491085983	0.5061456775175572	0.011575843348923382	0.7884089357162438	0.9420479967967349	non-significant	CDC16
ENSG00000130382	1.1910017357062543	1.1617278597405203	-0.07927068916942824	0.7378990779782901	0.9260245058758004	non-significant	MLLT1
ENSG00000130711	1.0497500372798254	1.0332460135213979	0.04441587133207518	0.638327168659409	0.895875469557349	non-significant	PRDM12
ENSG00000130816	0.8634955388570484	0.8639720692417292	-0.021801125290108535	0.9060729474856279	0.9674216366383006	non-significant	DNMT1
ENSG00000131747	0.7530083616202793	0.8842975178659989	0.2763511947300967	0.014978534868792614	0.1535299824051243	non-significant	TOP2A
ENSG00000131759	1.1584134125600085	1.1831985196593948	0.025530254250591515	0.6191048443100481	0.8875279236612578	non-significant	RARA
ENSG00000131778	0.8500500599794119	0.8428722454607014	-0.0353292584130147	0.8511677040494108	0.9517602508916139	non-significant	CHD1L
ENSG00000131944	0.8735890878467177	0.7839700175973074	-0.11222248018249134	0.6688719960860512	0.9091168757727844	non-significant	FAAP24
ENSG00000132003	1.018626573735923	0.9838579057808226	-0.0648386995817154	0.32865333185116063	0.729681585156909	non-significant	ZSWIM4
ENSG00000132153	0.6944899423482224	0.7268540069031129	0.11559534156989125	0.12314719449647958	0.4535061354211673	non-significant	DHX30
ENSG00000132170	0.8356222628887238	1.0091999339525974	0.3013930487062144	0.0038471082350904277	0.06759918755944609	significant	PPARG
ENSG00000132275	1.1913995868131066	1.0201766388740026	-0.2944641899317646	0.03722760517438475	0.2384893456484023	non-significant	RRP8
ENSG00000132341	0.5205163376642828	0.5626434538707781	0.08733036963451113	0.44967111087654754	0.8126928913588226	non-significant	RAN
ENSG00000132383	0.894556762957899	0.9067346009294757	-0.07768256600327336	0.8682016532450503	0.9579904091882946	non-significant	RPA1
ENSG00000132467	0.6397844697924864	0.6997127187919043	0.1587573554593917	0.2926469503196881	0.6917326092589584	non-significant	UTP3
ENSG00000132475	1.0407290203141117	1.0386310912777976	0.0053814435286351605	0.6438649716168264	0.895875469557349	non-significant	H3F3B
ENSG00000132510	1.2256011855369628	1.1902308176134002	-0.041245109088823326	0.7262551415959664	0.9244818892986422	non-significant	KDM6B
ENSG00000132522	0.9866026531015996	0.9295470979103885	0.007511070553579089	0.6438649716168264	0.895875469557349	non-significant	GPS2
ENSG00000132600	1.0263716334684958	1.0695323592897161	0.08211660939785921	0.07869750460610113	0.372299733328863	non-significant	PRMT7
ENSG00000132604	0.5656377860734274	0.6180550367328864	0.38182353390356827	0.02139304847209301	0.18702919567062914	non-significant	TERF2
ENSG00000132646	0.6829495336231537	0.5815213667104729	-0.15264428284881493	0.1908624772622329	0.583433951511981	non-significant	PCNA
ENSG00000132780	0.7211974852694926	0.6846441085550509	-0.33209579847391174	0.24817761147014658	0.659205357834724	non-significant	NASP
ENSG00000132972	0.9510002733273856	0.9914387317172981	0.13894217363972877	0.19166690239796766	0.583433951511981	non-significant	RNF17
ENSG00000133606	0.8606909212522896	0.8009335678200518	-0.10738386391519991	0.43112562232021	0.8126928913588226	non-significant	MKRN1
ENSG00000133800	1.1450739978278237	1.1768852911682137	-0.00658304640533465	0.869402939007442	0.9579904091882946	non-significant	LYVE1
ENSG00000133884	0.8458902956986896	0.8444767520239144	0.0281892774583967	0.936788447900299	0.9848288811259555	non-significant	DPF2
ENSG00000134014	0.552009992069513	0.6247991033131415	0.4663932260614494	0.002920244750860471	0.06121284710048096	significant	ELP3
ENSG00000134046	0.8590094130706881	0.6184001216298474	-0.6331971167953352	3.533422465134973e-4	0.029715234785368996	significant	MBD2
ENSG00000134250	0.9247167636478402	0.95375858694975	0.042766628186224745	0.9768528252800707	0.9971474466791628	non-significant	NOTCH2
ENSG00000134371	0.490133653363768	0.44787743995624413	-0.13271008934336015	0.7949966021748056	0.9420479967967349	non-significant	CDC73
ENSG00000135100	1.1768039549651415	1.220336556696536	0.012160814921026993	0.3461863546790245	0.7488759623626824	non-significant	HNF1A
ENSG00000135144	1.101773751669736	1.00827637885437	-0.14893915234184776	0.7233538924231688	0.9244818892986422	non-significant	DTX1
ENSG00000135164	0.7917541207560019	0.8538832691759346	0.12001570501768419	0.24940450123480853	0.659205357834724	non-significant	DMTF1
ENSG00000135363	1.183784374734911	1.1726672596683547	-0.05754946489190567	0.8572377786544992	0.9533476200226347	non-significant	LMO2
ENSG00000135365	0.8264565493224856	0.9411893734903125	0.29008383157030865	0.004586392080253485	0.07815344647784406	significant	PHF21A
ENSG00000135476	0.82557941319833406	0.8049601866622691	0.006229862166245535	0.9493610936991022	0.9942163610971697	non-significant	ESPL1
ENSG00000135632	0.8035554841190817	0.8374905425305234	0.06473585972424879	0.1996841218369194	0.5932644199502677	non-significant	SMYD5
ENSG00000135829	0.5163736381144581	0.47076308051605603	-0.28241891539315644	0.4711680915620126	0.8216889231409471	non-significant	DHX9
ENSG00000135899	0.890796141957428	0.8730077245087337	-0.05340652387320359	0.760852979444626	0.9418558151413845	non-significant	SP110
ENSG00000135903	1.1931486338993929	1.1589128206924133	-0.08297065240796207	0.7672679079444449	0.9418558151413845	non-significant	PAX3
ENSG00000135999	0.8001920805384081	1.066348373146865	0.36834721631410017	6.584209108611834e-4	0.031967376726375916	significant	EPC2
ENSG00000136144	1.0453525414991742	1.0518673911539096	-3.088745656471659e-4	0.8481359469981289	0.9517602508916139	non-significant	RCBTB1
ENSG00000136146	0.9228768887213085	0.7801267226410148	-0.3657455229306999	0.0240958025036726	0.19498577025998223	non-significant	MED4
ENSG00000136169	0.8788493206569855	0.760154127111727	-0.26012170763165576	0.09744200992078053	0.4117326049622817	non-significant	SETDB2
ENSG00000136319	0.8984744552227341	1.0080836713633172	0.19852815704205734	0.0838645665602837	0.39110053408755074	non-significant	TTC5
ENSG00000136504	0.7731427754826361	1.043599841251357	0.28948824748439633	0.017633803410372337	0.16788871200262445	non-significant	KAT7
ENSG00000136518	0.49041537838368726	0.4705921188092097	-0.05684279820746723	0.6186041594224045	0.8875279236612578	non-significant	ACTL6A
ENSG00000136574	1.1286611530918278	1.1778546938178687	0.0466261067815864	0.435667769197102	0.8126928913588226	non-significant	GATA4
ENSG00000136603	0.7677661130486393	0.7392398873399806	0.06899865488761041	0.6655438933796454	0.9091168757727844	non-significant	SKIL
ENSG00000136715	0.8067417297860093	0.9431481319679215	0.34800664809925147	0.017071938158738746	0.1666546344067354	non-significant	SAP130
ENSG00000136770	0.9392141117273074	1.034843033889127	0.18122884881622187	0.09912332457572572	0.4117326049622817	non-significant	DNAJC1
ENSG00000136824	0.4824527382658635	0.42881839805712063	-0.11423663804528009	0.7632954100585361	0.9418558151413845	non-significant	SMC2
ENSG00000136931	1.1857705422996438	1.0291467257573264	-0.3362417847772929	0.10581567804943107	0.4117326049622817	non-significant	NR5A1
ENSG00000136997	0.4731201404584823	0.48486224346632434	-0.049085975861588776	0.925509150049924	0.977986472990899	non-significant	MYC
ENSG00000137074	0.978065759387316	0.8423858976167943	-0.21897898558748038	0.08981094398763927	0.4031659164408624	non-significant	APTX
ENSG00000137203	1.1386937136587774	1.1866050696484776	-0.0526776562084409	0.7217789177419311	0.9244818892986422	non-significant	TFAP2A
ENSG00000137265	0.911718084904971	0.9911942624094231	0.13109319492431146	0.09579749517061863	0.4117326049622817	non-significant	IRF4
ENSG00000137309	0.9607507135891862	0.9223105238891991	-0.22778402183198618	0.47267559351158717	0.8216889231409471	non-significant	HMGA1
ENSG00000137693	0.8543530455927114	0.7632181458621251	-0.014845694899821597	0.8314410948204494	0.9451687122265736	non-significant	YAP1
ENSG00000137812	0.549366239607462	0.4473113406827008	-0.23131656645618262	0.1329833678981222	0.4754928561473556	non-significant	KNL1
ENSG00000137815	0.5782798160892113	0.623576786645544	0.05982697152248783	0.44967111087654754	0.8126928913588226	non-significant	RTF1
ENSG00000137834	0.8616621468880629	0.992083010325653	0.22671474944363076	0.018569436964993108	0.17045080199210091	non-significant	SMAD6
ENSG00000137947	0.6089050000418877	0.6023722025060624	-0.05690821433894048	0.36487118855459433	0.7658559077169812	non-significant	GTF2B
ENSG00000137948	0.6746468781512734	0.7571878261403748	0.1700861208762676	0.0652700610508044	0.3235145812478985	non-significant	BRDT
ENSG00000138050	0.8834739384413104	0.8212209255499827	-0.17267113124232045	0.30073453917619414	0.6953072992231557	non-significant	THUMPD2
ENSG00000138081	0.7681912622076119	0.9446722008600695	0.2973148496667949	0.12748576580635484	0.4628131725544026	non-significant	FBXO11
ENSG00000138092	0.9850180063215166	0.9939367452418532	-0.05722775131223101	0.878547302084875	0.9579904091882946	non-significant	CENPO
ENSG00000138336	0.9021565314629978	1.0343771739789012	0.13511146140629982	0.03652838226923215	0.2384893456484023	non-significant	TET1
ENSG00000138375	0.9982796581855122	1.0765016111517831	0.11204261541559395	0.16903869289449364	0.5559293910701261	non-significant	SMARCAL1
ENSG00000138496	0.8413491710509005	0.9455944872515435	0.16795671795071956	0.10689400090992039	0.4117326049622817	non-significant	PARP9
ENSG00000138617	0.9135302697355887	0.8080784470554121	-0.23007339773763436	0.47759540361839414	0.8216889231409471	non-significant	PARP16
ENSG00000138738	1.1198588136339422	1.1656643376047624	0.044729766209370164	0.3825012908823346	0.7816714224407184	non-significant	PRDM5
ENSG00000138785	0.7962956037229243	0.6839959314303841	-0.12341857880706814	0.27274736098609775	0.6798273236719866	non-significant	INTS12
ENSG00000138795	0.8610263502214296	1.0751247907583952	0.3518182568368056	6.869732370792103e-4	0.031967376726375916	significant	LEF1
ENSG00000139083	1.0758622268012275	1.099984151628253	0.10754587864823267	0.44967111087654754	0.8126928913588226	non-significant	ETV6
ENSG00000139154	1.0055262830412215	1.0573393993766391	0.1540236038932425	0.2935645707586799	0.6917326092589584	non-significant	AEBP2
ENSG00000139351	0.7374208408401266	0.6888971492858594	-0.11804689449784189	0.4771508806709933	0.8216889231409471	non-significant	SYCP3
ENSG00000139372	0.5662315990446627	0.6854848781099389	0.1392647930108695	0.29179014694937166	0.6917326092589584	non-significant	TDG
ENSG00000139515	0.9740147858551961	0.9021748770831312	-0.0903114158676049	0.8572377786544992	0.9533476200226347	non-significant	PDX1
ENSG00000139613	0.9255310171180959	0.9190520498193493	-0.08158644950438514	0.7320693985177866	0.9244818892986422	non-significant	SMARCC2
ENSG00000139618	0.5967044436203679	0.6150531009733605	0.028680864172882087	0.7277461803982759	0.9244818892986422	non-significant	BRCA2
ENSG00000139620	0.7935922605707939	0.8243546679556614	0.04550722360244966	0.6865001132860267	0.9091168757727844	non-significant	KANSL2
ENSG00000139687	0.8990194136511412	0.9747680185093724	-0.013944324517131856	0.39578944648584863	0.7921658163756031	non-significant	RB1
ENSG00000139718	0.7556498681448754	1.0278232218409622	0.42195070535197565	1.510562147374339e-4	0.027644338283059466	significant	SETD1B
ENSG00000140044	1.1940044149676596	1.2375145794832192	0.08391947958634369	0.3602274128389561	0.7613053570307835	non-significant	JDP2
ENSG00000140320	1.3094019295613881	1.0033967943124835	-0.39868434806280106	0.0011016469276255774	0.03763960336054056	significant	BAHD1
ENSG00000140382	0.8874900416815714	0.9005524741101395	-0.012113611492023486	0.6746704739727427	0.9091168757727844	non-significant	HMG20A
ENSG00000140395	0.6979445693538222	0.6565643889844084	-0.16771757796947118	0.5871982569584415	0.8822242870129501	non-significant	WDR61
ENSG00000140396	1.1925619715419868	1.1903847769015592	-0.0654845246828158	0.6438649716168264	0.895875469557349	non-significant	NCOA2
ENSG00000140455	1.1176629586736495	1.0846227655251934	-0.026444366197088027	0.5974518044998869	0.8832520667486309	non-significant	USP3
ENSG00000140534	0.6344094403177194	0.591172615452082	0.05284546946059857	0.6541545130147748	0.9020292051661133	non-significant	TICRR
ENSG00000140990	0.5810349013199984	0.6839839174582212	0.1433782864367375	0.12899601166748725	0.4639330244181559	non-significant	NDUFB10
ENSG00000140995	1.1524761463125923	1.261837785922504	0.10930228830865248	0.0761014512208996	0.36280924419266086	non-significant	DEF8
ENSG00000141027	0.8367751612775638	0.9246090892291893	0.10639573720421727	0.38511616422689054	0.7816714224407184	non-significant	NCOR1
ENSG00000141380	0.8759553384829261	0.8878409201507758	0.03622594293487505	0.8390543214677604	0.9485632494534424	non-significant	SS18
ENSG00000141446	0.8555889540644829	0.8519572565351954	-0.09310558844178685	0.9857157728059793	0.9971474466791628	non-significant	ESCO1
ENSG00000141448	1.087336066637919	1.0005532040179228	-0.12277296295780209	0.34420933132248094	0.7480167447467342	non-significant	GATA6
ENSG00000141504	1.0031221463263724	1.0402784219971468	-0.01737812971255477	0.6163795341827987	0.8875279236612578	non-significant	SAT2
ENSG00000141510	0.951268789104682	1.2540369399308489	0.34189414323479533	0.0036458886992083088	0.06594769264744442	significant	TP53
ENSG00000141570	1.1291562290458839	1.18658345287008	0.04376886498954345	0.48017219999303795	0.8216889231409471	non-significant	CBX8
ENSG00000141582	1.0638697508631192	1.0307597981873937	0.055308964009921205	0.4113185907715725	0.7929809822085175	non-significant	CBX4
